exam_score,test_score,assignment_score,practical_score,final_score,performance_category,pass_fail
31.8,8.1,6.6,15.0,61.6,Average,Pass
31.2,7.1,5.8,11.3,54.1,Average,Pass
41.5,3.4,8.3,13.9,65.9,Good,Pass
38.5,4.7,6.3,13.9,64.2,Average,Pass
38.2,8.8,8.5,17.0,72.8,Good,Pass
39.2,7.1,6.7,11.9,69.2,Good,Pass
41.5,5.4,5.9,15.7,69.4,Good,Pass
12.0,6.2,6.7,13.7,41.0,At Risk,Fail
30.9,6.5,4.1,17.8,57.1,Average,Pass
11.3,7.6,7.1,17.2,44.2,At Risk,Fail
35.2,4.5,7.0,14.2,59.4,Average,Pass
34.7,5.2,8.2,12.9,61.8,Average,Pass
46.1,6.9,4.9,15.0,74.3,Good,Pass
47.6,6.4,8.6,13.1,75.8,Good,Pass
37.0,7.4,8.2,18.3,75.7,Good,Pass
29.4,4.7,8.7,13.8,59.4,Average,Pass
40.0,7.0,7.1,12.5,69.0,Good,Pass
29.1,8.1,8.4,12.3,59.5,Average,Pass
34.8,7.2,5.4,10.2,61.2,Average,Pass
45.5,6.7,8.1,15.2,72.5,Good,Pass
28.8,6.4,6.3,11.3,55.5,Average,Pass
43.5,5.2,5.2,16.7,68.7,Good,Pass
42.1,6.4,5.9,10.0,63.2,Average,Pass
24.5,8.4,7.2,14.0,55.2,Average,Pass
45.3,6.3,6.2,16.8,77.1,Good,Pass
42.3,5.2,7.7,7.6,60.4,Average,Pass
35.9,5.8,5.0,19.3,64.9,Average,Pass
26.6,6.8,4.6,12.4,50.6,Average,Pass
25.5,5.9,8.8,14.0,53.9,Average,Pass
29.0,7.2,8.3,15.2,61.4,Average,Pass
40.7,7.3,5.9,15.6,76.4,Good,Pass
24.5,7.8,7.2,14.4,54.7,Average,Pass
39.5,8.6,8.4,16.4,71.5,Good,Pass
21.4,8.0,7.7,15.1,49.5,At Risk,Fail
32.6,5.1,7.4,18.5,63.0,Average,Pass
36.0,5.1,8.5,15.1,62.8,Average,Pass
60.0,6.4,6.3,19.1,92.7,Excellent,Pass
19.9,5.8,7.2,16.1,50.0,Average,Pass
50.7,4.8,7.2,8.5,70.3,Good,Pass
36.4,5.8,6.9,20.0,73.1,Good,Pass
39.2,5.8,6.7,12.0,62.3,Average,Pass
36.1,5.5,7.3,17.8,66.4,Good,Pass
39.6,6.0,7.2,13.7,67.8,Good,Pass
33.1,8.3,5.9,16.6,65.7,Good,Pass
50.5,6.8,8.2,11.7,79.7,Good,Pass
29.9,10.0,6.0,15.4,62.1,Average,Pass
47.0,6.8,6.9,12.9,75.7,Good,Pass
27.8,6.1,6.8,18.0,57.4,Average,Pass
34.1,6.5,7.6,14.8,64.9,Average,Pass
23.2,6.9,4.7,16.2,52.8,Average,Pass
39.7,7.2,8.3,7.5,65.7,Good,Pass
50.4,9.6,6.4,13.4,76.4,Good,Pass
34.0,5.2,8.7,14.7,60.8,Average,Pass
32.7,7.8,6.6,14.2,63.0,Average,Pass
22.8,6.8,7.1,16.3,47.7,At Risk,Fail
32.3,4.1,9.5,12.6,59.5,Average,Pass
17.6,7.7,6.9,13.7,48.0,At Risk,Fail
24.9,8.4,8.7,16.9,57.8,Average,Pass
37.2,5.2,7.2,7.2,56.1,Average,Pass
49.0,6.5,7.7,15.3,76.3,Good,Pass
60.0,3.9,7.3,12.7,82.8,Excellent,Pass
28.5,4.6,8.2,11.0,51.4,Average,Pass
50.3,8.1,6.4,14.5,77.9,Good,Pass
37.4,5.8,6.0,17.0,64.8,Average,Pass
33.2,4.8,6.4,16.5,60.4,Average,Pass
39.5,6.8,7.3,13.2,66.3,Good,Pass
35.5,5.7,6.9,16.1,67.9,Good,Pass
36.0,5.8,8.1,16.0,65.1,Good,Pass
30.4,7.6,8.8,13.4,60.8,Average,Pass
19.7,4.8,6.0,11.7,41.0,At Risk,Fail
18.1,5.1,6.3,11.8,40.2,At Risk,Fail
41.9,6.7,5.5,15.9,66.6,Good,Pass
31.8,8.0,9.6,13.5,59.7,Average,Pass
28.4,8.4,7.6,10.7,52.5,Average,Pass
34.9,5.5,7.8,8.9,57.4,Average,Pass
43.4,7.9,5.6,15.9,75.0,Good,Pass
36.7,5.3,7.2,12.1,57.8,Average,Pass
27.7,9.2,7.8,14.5,58.2,Average,Pass
48.0,4.8,6.9,17.1,74.1,Good,Pass
51.9,8.5,8.5,9.9,78.2,Good,Pass
40.1,5.5,10.0,13.5,71.3,Good,Pass
45.3,9.5,6.1,13.1,73.1,Good,Pass
48.2,7.4,6.0,14.7,76.1,Good,Pass
47.0,5.0,6.1,17.1,78.1,Good,Pass
41.4,5.7,9.1,9.9,67.1,Good,Pass
41.3,7.7,8.5,15.2,71.1,Good,Pass
40.4,8.1,7.0,16.5,72.3,Good,Pass
22.9,6.4,7.2,13.1,48.0,At Risk,Fail
42.4,6.6,6.2,13.2,69.2,Good,Pass
20.2,7.6,8.3,14.8,51.9,Average,Pass
26.2,6.7,6.7,14.6,51.5,Average,Pass
48.9,4.6,6.9,15.2,75.9,Good,Pass
43.9,5.3,7.9,15.2,72.0,Good,Pass
50.9,6.9,7.0,10.9,76.6,Good,Pass
31.9,8.3,6.9,16.4,65.1,Good,Pass
22.4,8.9,7.2,16.9,56.3,Average,Pass
32.2,7.7,8.2,14.1,61.5,Average,Pass
35.9,6.9,9.2,9.4,63.3,Average,Pass
35.7,7.6,7.9,13.3,62.7,Average,Pass
47.0,5.5,8.2,14.1,72.2,Good,Pass
30.9,6.3,7.0,10.4,48.1,At Risk,Fail
38.6,5.3,6.4,12.6,62.7,Average,Pass
24.1,4.6,8.0,9.7,44.7,At Risk,Fail
39.7,7.0,7.4,15.3,70.2,Good,Pass
34.8,6.8,5.5,14.1,57.2,Average,Pass
26.7,7.5,6.8,9.0,48.7,At Risk,Fail
32.3,7.3,7.1,14.6,62.2,Average,Pass
32.8,6.9,6.6,13.4,57.6,Average,Pass
31.9,7.3,9.0,15.0,64.1,Average,Pass
53.9,6.4,7.8,12.5,79.5,Good,Pass
33.7,7.1,8.8,11.4,61.0,Average,Pass
32.2,5.4,7.5,11.4,57.7,Average,Pass
12.1,7.1,7.3,12.1,40.5,At Risk,Fail
25.1,7.5,6.1,13.7,52.6,Average,Pass
32.0,5.5,7.2,14.0,57.1,Average,Pass
27.4,6.6,7.2,13.1,53.3,Average,Pass
49.7,5.6,5.6,12.4,74.5,Good,Pass
33.0,5.7,6.6,12.6,55.9,Average,Pass
48.7,4.8,6.8,20.0,80.0,Excellent,Pass
35.5,8.4,7.7,11.4,62.2,Average,Pass
35.2,8.1,7.8,12.0,62.9,Average,Pass
33.8,7.3,6.5,20.0,65.6,Good,Pass
34.8,9.5,7.8,14.8,63.1,Average,Pass
53.4,6.2,7.0,9.7,77.3,Good,Pass
9.7,10.0,3.8,16.0,41.4,At Risk,Fail
13.2,6.2,6.6,11.1,33.4,At Risk,Fail
28.9,6.9,8.5,16.1,61.2,Average,Pass
35.0,5.9,5.2,13.0,61.2,Average,Pass
42.3,7.1,7.3,12.4,70.2,Good,Pass
39.9,7.8,9.1,18.1,74.0,Good,Pass
30.7,6.3,6.3,15.2,56.6,Average,Pass
45.8,9.2,7.2,16.3,78.7,Good,Pass
45.9,6.9,5.6,14.8,73.7,Good,Pass
36.8,6.9,9.2,12.4,65.4,Good,Pass
45.2,5.1,7.1,15.3,72.4,Good,Pass
37.7,7.1,7.3,17.0,66.9,Good,Pass
28.7,6.3,8.8,14.0,58.7,Average,Pass
42.3,5.6,8.0,18.6,75.5,Good,Pass
36.0,5.3,6.1,16.0,63.9,Average,Pass
34.8,10.0,6.4,14.2,65.7,Good,Pass
50.7,6.1,7.8,14.3,82.3,Excellent,Pass
8.3,4.3,6.5,14.0,31.8,At Risk,Fail
19.5,5.5,4.7,10.1,42.3,At Risk,Fail
22.0,6.4,7.1,13.3,47.4,At Risk,Fail
30.9,7.3,5.4,14.2,60.1,Average,Pass
32.1,7.3,9.1,12.4,63.4,Average,Pass
18.5,7.5,7.4,14.5,47.4,At Risk,Fail
24.2,5.5,6.1,13.7,52.8,Average,Pass
25.5,7.0,6.4,15.8,55.6,Average,Pass
60.0,5.2,4.9,15.5,83.8,Excellent,Pass
54.3,5.6,5.9,14.1,79.0,Good,Pass
30.4,5.1,8.4,9.8,55.9,Average,Pass
30.9,4.7,9.9,18.6,65.9,Good,Pass
22.4,8.1,8.1,13.2,49.6,At Risk,Fail
14.2,7.5,7.1,13.4,41.9,At Risk,Fail
33.5,8.0,6.7,12.6,61.2,Average,Pass
24.0,6.6,6.1,12.2,47.9,At Risk,Fail
33.9,7.7,9.7,17.9,73.9,Good,Pass
17.5,3.9,7.0,17.5,46.3,At Risk,Fail
26.6,7.8,9.7,14.8,58.8,Average,Pass
36.4,6.8,8.9,13.3,67.7,Good,Pass
38.8,7.4,5.1,15.3,65.9,Good,Pass
39.3,7.1,6.4,13.8,68.6,Good,Pass
20.5,5.0,6.4,13.1,41.7,At Risk,Fail
44.0,4.3,7.1,14.5,69.0,Good,Pass
26.2,5.4,7.1,12.4,53.2,Average,Pass
41.6,7.3,10.0,14.3,76.4,Good,Pass
34.7,7.5,5.9,14.2,60.8,Average,Pass
19.9,4.4,7.5,15.3,45.4,At Risk,Fail
31.4,5.0,7.9,11.9,57.4,Average,Pass
38.7,5.4,7.2,15.6,65.7,Good,Pass
41.4,6.0,7.3,11.1,65.2,Good,Pass
33.3,4.5,5.9,12.0,57.4,Average,Pass
51.3,4.4,7.3,12.1,74.1,Good,Pass
45.7,5.3,7.8,10.6,65.4,Good,Pass
32.0,6.6,7.6,16.4,60.1,Average,Pass
42.9,4.7,7.9,10.9,66.4,Good,Pass
55.7,6.3,8.9,11.6,78.8,Good,Pass
56.0,8.1,8.3,17.1,88.9,Excellent,Pass
21.5,4.5,7.3,12.0,42.6,At Risk,Fail
24.8,6.2,5.8,13.1,53.1,Average,Pass
50.8,8.0,6.5,10.8,80.5,Excellent,Pass
23.4,5.9,6.9,15.9,50.0,Average,Pass
20.5,5.6,7.5,16.0,50.1,Average,Pass
29.5,8.2,6.6,15.7,58.2,Average,Pass
39.3,6.0,6.1,15.1,65.9,Good,Pass
33.7,8.2,5.8,13.8,65.0,Good,Pass
27.8,7.1,5.2,12.1,51.3,Average,Pass
27.5,6.0,6.9,11.3,51.2,Average,Pass
27.1,7.2,5.4,17.2,55.1,Average,Pass
25.3,7.0,6.0,15.7,56.3,Average,Pass
59.4,8.0,6.7,11.7,79.3,Good,Pass
38.0,5.7,5.6,13.7,62.1,Average,Pass
44.4,6.6,7.7,12.8,71.3,Good,Pass
29.5,6.4,8.1,10.4,53.1,Average,Pass
32.8,7.6,6.5,14.1,62.7,Average,Pass
27.1,5.0,6.7,12.4,53.6,Average,Pass
6.2,8.0,7.8,10.9,30.1,At Risk,Fail
19.9,7.2,6.3,9.5,47.1,At Risk,Fail
15.2,4.5,6.3,9.2,32.4,At Risk,Fail
10.5,8.3,8.6,12.6,42.6,At Risk,Fail
21.9,9.9,8.3,13.4,53.7,Average,Pass
49.1,8.0,7.9,11.1,75.2,Good,Pass
34.3,8.6,8.3,15.4,65.9,Good,Pass
48.7,6.6,4.8,13.4,73.5,Good,Pass
39.2,4.0,8.8,15.2,67.7,Good,Pass
43.3,3.7,7.7,13.1,65.9,Good,Pass
25.1,6.9,8.4,11.4,51.3,Average,Pass
40.5,5.6,7.7,13.9,66.1,Good,Pass
42.7,5.1,7.3,10.1,62.7,Average,Pass
28.6,6.4,6.9,15.1,55.3,Average,Pass
40.8,7.4,7.6,11.0,64.6,Average,Pass
40.9,4.3,6.8,16.2,67.4,Good,Pass
28.9,5.8,8.2,12.7,56.5,Average,Pass
22.7,8.8,5.3,16.6,53.6,Average,Pass
22.0,4.9,6.6,10.5,47.9,At Risk,Fail
35.7,7.8,9.7,11.7,60.5,Average,Pass
38.3,5.8,6.4,14.7,66.2,Good,Pass
26.2,7.3,6.9,16.9,57.4,Average,Pass
35.1,8.1,6.1,18.3,69.3,Good,Pass
41.0,7.6,7.6,13.7,71.3,Good,Pass
41.5,7.9,6.3,18.7,74.1,Good,Pass
51.6,4.8,7.0,12.8,76.4,Good,Pass
48.6,8.2,8.2,16.7,80.2,Excellent,Pass
24.0,5.2,6.4,11.0,47.8,At Risk,Fail
53.0,6.9,8.1,14.8,79.0,Good,Pass
29.1,6.9,8.2,7.0,52.7,Average,Pass
46.1,7.2,8.5,10.5,72.2,Good,Pass
35.5,7.0,7.4,14.9,63.8,Average,Pass
30.3,5.2,10.0,9.9,55.0,Average,Pass
15.3,4.5,8.5,14.8,42.7,At Risk,Fail
32.9,7.8,7.6,16.1,67.1,Good,Pass
18.0,6.8,6.1,12.2,49.5,At Risk,Fail
45.2,8.2,7.1,10.9,73.9,Good,Pass
51.2,6.4,8.9,12.3,77.7,Good,Pass
26.2,4.4,9.3,10.9,52.0,Average,Pass
38.1,7.9,9.0,13.3,69.6,Good,Pass
27.0,5.9,8.1,13.9,53.1,Average,Pass
28.0,7.0,5.7,12.7,50.9,Average,Pass
43.2,5.5,7.8,18.3,74.6,Good,Pass
34.4,9.0,5.7,11.6,62.3,Average,Pass
53.6,5.2,5.4,17.5,78.5,Good,Pass
29.6,6.0,7.5,10.7,52.3,Average,Pass
45.6,6.7,7.8,13.8,75.0,Good,Pass
35.9,4.9,8.3,16.9,66.0,Good,Pass
43.4,7.0,7.8,16.8,77.8,Good,Pass
30.0,8.9,7.8,12.4,56.3,Average,Pass
34.3,5.8,6.0,15.2,65.9,Good,Pass
33.6,7.1,7.1,14.8,59.4,Average,Pass
25.8,2.4,5.4,12.1,41.6,At Risk,Fail
42.0,6.4,4.8,15.3,68.4,Good,Pass
41.8,6.0,8.1,18.8,72.5,Good,Pass
41.2,5.3,6.3,14.9,67.6,Good,Pass
51.4,8.1,8.2,15.2,82.8,Excellent,Pass
50.5,6.0,8.5,15.5,80.1,Excellent,Pass
30.8,6.2,6.5,9.5,51.3,Average,Pass
38.8,5.9,7.9,14.9,68.4,Good,Pass
28.1,3.6,6.4,10.8,48.2,At Risk,Fail
35.1,4.8,5.0,11.9,59.0,Average,Pass
28.3,7.9,7.3,19.7,62.9,Average,Pass
52.3,3.3,6.6,12.9,73.2,Good,Pass
38.7,5.4,6.7,11.5,58.9,Average,Pass
32.4,5.9,9.6,16.8,64.4,Average,Pass
47.7,9.1,5.4,10.9,70.6,Good,Pass
11.4,7.7,7.7,12.3,36.3,At Risk,Fail
13.0,5.7,6.0,17.1,42.9,At Risk,Fail
43.4,8.5,8.3,13.7,70.3,Good,Pass
35.5,5.4,7.6,9.2,60.5,Average,Pass
37.5,8.0,7.7,15.1,68.6,Good,Pass
20.5,4.5,6.1,12.5,43.4,At Risk,Fail
34.5,8.1,6.3,17.9,64.8,Average,Pass
56.4,5.9,8.3,11.9,84.1,Excellent,Pass
43.7,5.0,9.3,16.5,74.5,Good,Pass
36.6,6.2,7.8,18.6,67.8,Good,Pass
30.1,6.9,6.1,11.2,54.7,Average,Pass
30.5,5.8,7.6,13.1,53.6,Average,Pass
11.8,7.3,10.0,14.7,40.6,At Risk,Fail
37.6,5.6,7.3,11.2,59.5,Average,Pass
43.9,7.4,9.0,14.4,75.4,Good,Pass
17.8,7.2,6.3,13.0,44.2,At Risk,Fail
27.7,6.4,7.1,12.9,56.2,Average,Pass
22.3,5.8,7.9,13.7,48.0,At Risk,Fail
24.4,6.7,7.7,13.8,53.7,Average,Pass
35.4,7.3,6.3,14.1,62.8,Average,Pass
12.3,9.6,6.2,11.9,38.1,At Risk,Fail
41.4,7.9,8.4,12.0,70.5,Good,Pass
42.9,8.0,8.6,13.3,72.7,Good,Pass
32.1,10.0,9.0,13.5,63.3,Average,Pass
8.0,7.3,9.4,12.4,37.1,At Risk,Fail
24.0,7.2,7.4,14.5,52.9,Average,Pass
48.1,7.6,6.8,8.5,70.7,Good,Pass
4.8,5.0,8.8,11.6,29.3,At Risk,Fail
31.0,5.8,8.1,12.8,55.1,Average,Pass
22.1,5.7,6.0,11.2,45.2,At Risk,Fail
43.5,7.5,6.0,18.2,73.5,Good,Pass
27.5,6.2,7.8,13.7,53.1,Average,Pass
39.2,6.7,7.0,14.1,66.5,Good,Pass
40.9,8.1,7.2,12.2,69.9,Good,Pass
54.6,7.8,8.5,13.6,84.8,Excellent,Pass
32.6,6.3,8.1,10.2,56.1,Average,Pass
38.9,5.5,8.8,13.1,65.1,Good,Pass
18.8,8.2,4.9,11.0,44.1,At Risk,Fail
47.7,7.7,7.5,12.8,70.9,Good,Pass
26.6,4.1,8.0,6.4,46.7,At Risk,Fail
28.7,6.0,5.4,10.4,46.8,At Risk,Fail
34.6,6.7,6.4,17.7,62.6,Average,Pass
17.9,7.7,6.2,15.9,46.7,At Risk,Fail
37.3,7.9,7.2,17.3,74.0,Good,Pass
45.2,6.9,9.2,17.5,82.2,Excellent,Pass
38.0,7.4,9.6,15.5,71.9,Good,Pass
17.6,6.6,6.2,12.3,43.5,At Risk,Fail
33.5,5.5,7.8,10.7,53.8,Average,Pass
42.8,6.1,7.9,16.8,73.9,Good,Pass
14.5,6.5,7.7,13.8,41.4,At Risk,Fail
23.2,6.4,7.7,20.0,55.7,Average,Pass
44.3,3.7,7.6,12.6,68.4,Good,Pass
37.7,5.9,9.2,19.1,71.0,Good,Pass
39.2,6.6,8.5,13.2,69.3,Good,Pass
54.9,6.1,5.9,17.3,80.4,Excellent,Pass
39.9,6.1,8.2,18.4,72.6,Good,Pass
41.9,7.2,8.3,10.7,66.4,Good,Pass
60.0,4.9,7.6,12.2,83.9,Excellent,Pass
32.5,4.1,8.6,10.7,56.4,Average,Pass
26.2,6.0,7.4,10.2,47.5,At Risk,Fail
39.4,7.6,7.4,15.5,70.3,Good,Pass
39.5,9.0,7.3,13.0,68.5,Good,Pass
29.1,7.7,4.8,13.7,54.0,Average,Pass
23.7,4.3,7.1,15.2,49.3,At Risk,Fail
59.7,6.2,6.4,8.4,80.4,Excellent,Pass
38.3,6.9,5.8,17.2,66.7,Good,Pass
26.9,6.8,8.9,12.6,55.2,Average,Pass
44.7,7.3,7.8,15.1,74.3,Good,Pass
33.6,5.1,7.2,15.3,60.0,Average,Pass
32.1,6.6,6.5,17.4,65.8,Good,Pass
40.9,7.1,7.6,13.3,69.7,Good,Pass
20.8,7.7,8.4,7.7,43.9,At Risk,Fail
38.6,5.3,6.2,13.8,64.2,Average,Pass
55.5,6.0,7.2,14.2,80.7,Excellent,Pass
39.8,2.4,8.2,10.7,60.4,Average,Pass
30.7,5.6,4.9,14.0,54.6,Average,Pass
29.3,5.7,7.1,12.6,52.3,Average,Pass
30.4,5.0,6.7,9.8,52.6,Average,Pass
32.1,6.7,7.0,15.5,60.3,Average,Pass
30.7,6.4,6.6,12.0,55.0,Average,Pass
44.7,3.1,7.4,12.5,66.5,Good,Pass
16.1,6.8,9.5,12.3,50.6,Average,Pass
44.1,5.1,6.8,17.1,71.8,Good,Pass
30.7,7.2,7.6,13.5,54.8,Average,Pass
38.9,4.6,9.6,13.8,63.7,Average,Pass
22.6,6.5,6.5,12.4,49.6,At Risk,Fail
49.1,6.1,9.4,14.9,82.2,Excellent,Pass
48.3,7.0,7.2,17.4,78.4,Good,Pass
45.2,6.7,9.3,15.4,79.2,Good,Pass
18.4,6.1,8.1,15.5,49.7,At Risk,Fail
43.8,4.2,7.6,15.3,70.4,Good,Pass
39.2,4.3,7.1,9.7,59.8,Average,Pass
17.5,5.6,6.5,11.1,41.0,At Risk,Fail
34.5,6.5,7.3,13.0,63.1,Average,Pass
38.7,5.6,8.3,11.6,65.0,Good,Pass
40.8,7.4,7.2,10.6,64.7,Average,Pass
36.7,6.1,6.8,8.4,57.6,Average,Pass
37.9,5.1,6.9,9.8,63.7,Average,Pass
50.7,6.1,8.4,12.9,78.6,Good,Pass
48.0,6.8,8.7,13.4,78.7,Good,Pass
3.8,7.0,6.4,11.4,29.7,At Risk,Fail
31.4,9.3,6.4,13.8,61.5,Average,Pass
33.0,5.5,7.7,12.4,58.8,Average,Pass
15.9,6.4,9.0,16.7,49.7,At Risk,Fail
35.8,7.1,8.6,13.1,66.1,Good,Pass
48.3,6.5,5.7,15.5,76.5,Good,Pass
23.1,5.7,6.9,14.2,48.5,At Risk,Fail
38.4,4.2,6.1,9.7,59.1,Average,Pass
24.9,5.7,6.9,13.3,50.7,Average,Pass
27.5,4.9,9.1,10.1,51.1,Average,Pass
50.8,3.9,5.5,13.3,78.8,Good,Pass
28.9,5.3,5.3,11.5,47.9,At Risk,Fail
39.8,4.9,6.2,14.7,67.5,Good,Pass
14.6,7.4,7.5,9.8,37.6,At Risk,Fail
54.9,7.4,7.9,13.6,84.2,Excellent,Pass
41.3,5.1,7.7,15.2,74.5,Good,Pass
32.8,6.1,8.6,16.1,61.8,Average,Pass
41.0,3.7,5.1,11.5,59.8,Average,Pass
19.6,5.8,8.6,13.6,47.6,At Risk,Fail
47.6,7.1,6.8,14.1,73.9,Good,Pass
31.3,7.7,8.1,17.9,66.8,Good,Pass
32.6,5.4,5.6,9.5,52.0,Average,Pass
29.5,8.1,7.2,11.0,57.1,Average,Pass
28.5,4.2,7.5,20.0,57.6,Average,Pass
42.3,4.6,8.6,12.8,64.7,Average,Pass
37.6,7.6,5.3,8.3,58.3,Average,Pass
41.8,9.0,7.2,12.0,66.9,Good,Pass
34.7,7.2,5.9,5.8,56.7,Average,Pass
40.3,6.4,7.8,14.3,65.8,Good,Pass
30.3,3.2,8.1,15.9,55.4,Average,Pass
58.9,3.5,8.7,11.0,83.0,Excellent,Pass
17.9,6.7,6.6,12.3,42.2,At Risk,Fail
48.4,6.0,8.3,16.2,75.8,Good,Pass
49.6,4.8,8.8,8.7,76.0,Good,Pass
25.6,6.6,5.2,9.9,45.3,At Risk,Fail
58.9,6.7,7.9,13.0,86.1,Excellent,Pass
45.6,7.9,8.4,11.5,72.9,Good,Pass
45.3,6.7,6.9,12.8,73.1,Good,Pass
35.1,8.3,5.7,10.1,60.2,Average,Pass
32.5,6.5,8.3,14.2,59.8,Average,Pass
32.5,6.3,5.8,13.2,57.2,Average,Pass
39.0,8.1,7.0,15.1,68.8,Good,Pass
49.9,5.0,7.2,14.2,77.8,Good,Pass
36.8,10.0,8.1,14.2,66.7,Good,Pass
25.0,7.1,6.4,9.6,52.1,Average,Pass
43.7,7.1,6.4,15.0,70.6,Good,Pass
44.7,7.3,7.3,12.7,72.0,Good,Pass
41.9,9.3,8.4,13.1,70.4,Good,Pass
42.9,7.7,9.9,16.5,74.4,Good,Pass
31.9,4.1,5.4,11.6,51.2,Average,Pass
24.8,8.6,7.6,17.4,56.4,Average,Pass
25.4,6.0,5.9,17.6,54.1,Average,Pass
17.1,6.7,8.4,15.7,46.0,At Risk,Fail
37.4,4.6,6.1,10.9,60.3,Average,Pass
33.9,7.3,6.4,7.5,53.5,Average,Pass
30.0,5.5,6.5,16.6,56.9,Average,Pass
2.9,6.7,7.1,13.9,29.8,At Risk,Fail
21.3,6.1,7.6,11.5,48.5,At Risk,Fail
46.9,9.4,7.8,16.9,81.4,Excellent,Pass
27.6,9.5,7.2,11.2,55.3,Average,Pass
38.7,6.6,5.6,12.4,60.4,Average,Pass
19.8,6.6,8.1,15.1,47.2,At Risk,Fail
50.3,5.9,7.1,10.5,71.3,Good,Pass
33.2,8.2,8.6,13.3,65.9,Good,Pass
37.9,6.0,6.4,16.6,68.0,Good,Pass
59.9,5.9,5.3,14.2,83.5,Excellent,Pass
51.2,8.0,7.2,17.1,82.3,Excellent,Pass
31.5,5.7,8.8,16.8,61.1,Average,Pass
28.4,6.4,7.4,13.6,54.1,Average,Pass
31.3,4.1,7.0,7.1,50.4,Average,Pass
40.3,7.6,6.2,10.5,63.9,Average,Pass
33.7,9.4,9.3,15.7,72.3,Good,Pass
30.5,7.6,6.0,9.3,55.8,Average,Pass
50.6,8.7,6.3,12.7,81.0,Excellent,Pass
33.6,5.2,7.9,14.5,62.6,Average,Pass
59.6,6.9,5.0,17.7,88.3,Excellent,Pass
35.8,5.1,8.7,12.0,62.8,Average,Pass
54.1,6.2,7.9,11.8,79.3,Good,Pass
38.7,7.7,8.3,13.5,71.3,Good,Pass
45.2,6.7,7.9,14.6,75.1,Good,Pass
27.0,4.4,7.0,13.2,52.1,Average,Pass
25.6,4.5,5.9,16.5,52.8,Average,Pass
39.8,4.4,7.0,11.4,66.1,Good,Pass
45.5,7.2,6.0,13.9,69.8,Good,Pass
35.2,9.6,7.8,14.8,71.1,Good,Pass
20.9,8.5,8.2,12.5,49.7,At Risk,Fail
20.1,3.7,9.0,16.0,45.9,At Risk,Fail
19.4,8.6,7.6,14.0,48.2,At Risk,Fail
15.7,7.9,8.3,15.8,44.4,At Risk,Fail
36.0,4.2,6.8,14.1,62.5,Average,Pass
47.0,6.0,6.6,14.7,72.2,Good,Pass
34.7,8.1,7.8,11.8,62.7,Average,Pass
10.4,7.3,6.7,11.8,38.6,At Risk,Fail
32.7,4.5,7.5,17.0,60.5,Average,Pass
33.0,7.4,5.9,15.4,61.2,Average,Pass
57.4,3.3,6.1,10.7,75.0,Good,Pass
19.1,6.2,8.0,14.1,46.5,At Risk,Fail
30.6,8.2,8.3,7.0,59.2,Average,Pass
53.2,6.5,6.0,12.0,79.3,Good,Pass
39.7,5.8,8.0,16.3,69.2,Good,Pass
40.9,7.8,6.6,13.2,67.3,Good,Pass
36.0,8.0,7.2,13.9,65.1,Good,Pass
38.4,8.5,8.9,5.2,61.1,Average,Pass
43.2,7.8,8.2,12.5,70.8,Good,Pass
26.1,8.1,8.2,14.5,57.9,Average,Pass
44.3,7.6,9.5,14.9,74.4,Good,Pass
20.0,6.9,6.4,16.3,47.6,At Risk,Fail
38.3,6.6,6.0,13.0,64.7,Average,Pass
36.7,6.1,6.3,13.1,60.0,Average,Pass
28.1,4.7,6.9,9.9,51.0,Average,Pass
34.6,5.1,4.4,13.0,57.0,Average,Pass
28.1,6.1,7.0,10.1,47.5,At Risk,Fail
23.2,6.9,6.5,8.4,45.3,At Risk,Fail
31.0,8.7,8.1,10.6,55.0,Average,Pass
22.9,6.4,7.6,17.8,56.1,Average,Pass
38.3,8.0,6.5,12.8,65.1,Good,Pass
22.4,8.1,7.9,14.2,56.3,Average,Pass
42.5,6.2,8.1,12.2,71.0,Good,Pass
22.0,7.4,6.3,8.6,42.2,At Risk,Fail
28.7,6.1,6.6,16.2,53.6,Average,Pass
28.1,8.5,4.5,7.5,47.1,At Risk,Fail
49.1,7.5,5.9,12.0,72.1,Good,Pass
38.4,4.7,6.3,13.4,66.5,Good,Pass
32.5,6.7,7.3,14.2,60.8,Average,Pass
40.2,9.0,6.1,11.6,68.7,Good,Pass
12.0,6.2,6.6,8.5,32.7,At Risk,Fail
34.3,7.2,5.7,11.4,58.2,Average,Pass
56.4,7.3,7.4,11.5,82.5,Excellent,Pass
36.2,4.9,7.7,11.4,62.5,Average,Pass
35.5,7.3,7.7,16.3,67.4,Good,Pass
40.7,4.4,7.2,10.2,60.4,Average,Pass
44.5,5.6,5.4,14.4,73.1,Good,Pass
13.2,8.1,6.5,14.0,41.3,At Risk,Fail
16.6,7.0,6.7,16.3,45.8,At Risk,Fail
37.1,6.0,6.7,13.2,57.4,Average,Pass
27.1,7.2,7.3,15.8,58.6,Average,Pass
49.0,6.4,8.9,13.1,77.6,Good,Pass
31.4,6.5,8.2,14.8,61.1,Average,Pass
13.9,7.5,6.0,9.4,36.0,At Risk,Fail
21.1,5.4,8.0,6.2,39.6,At Risk,Fail
5.1,6.6,8.0,14.7,33.6,At Risk,Fail
32.3,6.0,6.2,14.8,60.3,Average,Pass
32.8,4.1,8.2,14.9,61.3,Average,Pass
30.2,5.1,7.0,12.1,54.0,Average,Pass
